"rsp_id","rsp_age","rsp_age_cat","rsp_gender","rsp_edu","rsp_party","rsp_polscale","rsp_polside","rsp_polint","rsp_para_phone","exp_version","exp_post","exp_type","prs_n","prs_discuss","prs_friends","prs_gender","prs_language","prs_party","prs_polknow","prs_popularity","prs_religion","prs_shr_angle","prs_shr_party","prs_shr_theme","prs_post","prs_party_match","prs_shr_party_match","prs_party_like","prs_shr_party_like"
1013547,4,"30-59 yrs","Male","Lower or intermediate","Red Party (FL)",5,"Left",3,"Did not use smart phone","Person-only",2,"Share",1,"Seldom or never","Met (have common friends)","Male","Writes bad norwegian","Progress Party (FR)","A little knowledge","Few shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013558,5,"60 yrs and above","Female","Higher","Socialist Left Party (L)",2,"Left",4,"Did not use smart phone","Person-only",1,"Share",1,"Often","Close friends",NA,"Writes bad norwegian","Labour Party (CL)","A little knowledge","Many shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1013571,3,"30-59 yrs","Female","Higher","Labour Party (CL)",3,"Left",4,"Did not use smart phone","Person-only",1,"Read",1,"Seldom or never","Close friends","Male",NA,"Socialist Left Party (L)","A lot of knowledge","Few shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1013581,5,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)",5,"Left",4,"Did not use smart phone","Person-only",2,"Read",1,"Seldom or never","Met (have common friends)","Female","Writes bad norwegian","Green Party (C)","A little knowledge","Many shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013595,1,"18-29 yrs","Male","Lower or intermediate","Conservative Party (CR)",8,"Right",4,"Did not use smart phone","Person-only",2,"Share",1,"Often","Met (through work or school)","Female","Writes good norwegian","Christian Democrats (C)",NA,"Few shares posts","None",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013605,6,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)",7,"Right",3,"Did not use smart phone","Person-only",2,"Read",1,"Seldom or never","Met (through work or school)","Female","Writes bad norwegian","Liberal Party (C)","A little knowledge","Few shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013614,4,"30-59 yrs","Male","Lower or intermediate","Progress Party (FR)",10,"Right",5,"Did not use smart phone","Person-only",1,"Share",1,"Often",NA,"Female","Writes bad norwegian","Progress Party (FR)","A lot of knowledge","Few shares posts","Islam",NA,NA,NA,1,"Preferes the same party",NA,NA,NA
1008378,3,"30-59 yrs","Female","Higher","Labour Party (CL)",4,"Left",3,"Did not use smart phone","Person-only",2,"Share",1,"Seldom or never","Met (have common friends)","Female","Writes bad norwegian","Green Party (C)","A lot of knowledge","Many shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,4,NA
1013640,1,"18-29 yrs","Female","Lower or intermediate","Labour Party (CL)",6,"Centre",3,"Did not use smart phone","Person-only",1,"Share",1,"Sometimes","Met (have common friends)","Male","Writes good norwegian","Progress Party (FR)","A little knowledge","Many shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1007326,2,"30-59 yrs","Male","Higher","Christian Democratcs (C)",8,"Right",4,"Did not use smart phone","Person-only",2,"Read",1,"Seldom or never","Met (have common friends)","Male","Writes bad norwegian","Christian Democrats (C)","A little knowledge","Many shares posts",NA,NA,NA,NA,0,"Preferes different parties",NA,6,NA
1013646,5,"60 yrs and above","Male","Higher","Liberal Party (C)",9,"Right",5,"Did not use smart phone","Person-only",2,"Read",1,NA,"Met (have common friends)","Male","Writes bad norwegian","Progress Party (FR)","A little knowledge","Few shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013651,5,"60 yrs and above","Female","Lower or intermediate","Labour Party (CL)",4,"Left",4,"Did not use smart phone","Person-only",2,"Read",1,"Sometimes","Met (through work or school)","Female",NA,"Progress Party (FR)","A lot of knowledge","Many shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013654,6,"60 yrs and above","Male","Higher","Red Party (FL)",4,"Left",4,"Did not use smart phone","Person-only",2,"Read",1,"Sometimes","Met (through work or school)","Male","Writes bad norwegian","Progress Party (FR)","A little knowledge","Few shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013659,5,"30-59 yrs","Male","Higher","Conservative Party (CR)",9,"Right",4,"Did not use smart phone","Person-only",2,"Read",1,"Sometimes","Met (have common friends)","Male","Writes good norwegian","Labour Party (CL)",NA,"Few shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013663,3,"30-59 yrs","Female","Higher","Agrarian Party (C)",4,"Left",4,"Did not use smart phone","Person-only",1,"Read",1,"Often","Met (have common friends)","Female","Writes good norwegian",NA,"A lot of knowledge","Few shares posts","Islam",NA,NA,NA,1,NA,NA,NA,NA
1013672,6,"60 yrs and above","Female","Lower or intermediate","Conservative Party (CR)",9,"Right",4,"Did not use smart phone","Person-only",1,"Read",1,"Seldom or never","Met (have common friends)","Female","Writes good norwegian","Christian Democrats (C)","A lot of knowledge","Many shares posts",NA,NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1004910,4,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)",8,"Right",4,"Used smart phone","Person-only",2,"Share",1,"Often","Met (through work or school)","Male","Writes bad norwegian","Socialist Left Party (L)","A little knowledge","Few shares posts",NA,NA,NA,NA,0,"Preferes different parties",NA,3,NA
1013688,4,"30-59 yrs","Female","Lower or intermediate","Agrarian Party (C)",8,"Right",3,"Did not use smart phone","Person-only",1,"Read",1,"Sometimes","Met (have common friends)","Female","Writes bad norwegian","Agrarian Party (C)","A lot of knowledge",NA,"Islam",NA,NA,NA,1,"Preferes the same party",NA,NA,NA
1013690,3,"30-59 yrs","Female",NA,"Labour Party (CL)",3,"Left",4,"Used smart phone","Person-only",1,"Share",1,"Often","Close friends","Female","Writes bad norwegian",NA,"A little knowledge","Few shares posts","None",NA,NA,NA,1,NA,NA,NA,NA
1013692,5,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)",1,"Left",4,"Did not use smart phone","Person-only",1,"Share",1,"Often","Met (have common friends)","Male","Writes good norwegian",NA,"A little knowledge","Many shares posts","None",NA,NA,NA,1,NA,NA,NA,NA
1013704,4,"30-59 yrs","Female","Higher","Conservative Party (CR)",7,"Right",4,"Used smart phone","Person-only",1,"Share",1,"Often","Met (have common friends)","Male","Writes good norwegian","Christian Democrats (C)","A lot of knowledge","Few shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1013707,2,"18-29 yrs","Male","Higher","Red Party (FL)",2,"Left",4,"Did not use smart phone","Person-only",2,"Share",1,"Often","Met (have common friends)","Male","Writes good norwegian","Conservative Party (CR)",NA,"Few shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013725,1,"18-29 yrs","Female","Lower or intermediate","Progress Party (FR)",10,"Right",3,"Used smart phone","Person-only",1,"Read",1,NA,"Met (through work or school)","Male","Writes good norwegian","Conservative Party (CR)","A lot of knowledge","Few shares posts","Islam",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1013731,3,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)",6,"Centre",2,"Did not use smart phone","Person-only",2,"Read",1,NA,"Close friends","Male","Writes bad norwegian","Socialist Left Party (L)","A lot of knowledge","Many shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013737,4,"30-59 yrs","Male","Higher","Conservative Party (CR)",8,"Right",2,"Did not use smart phone","Person-only",1,"Read",1,"Seldom or never",NA,"Male","Writes bad norwegian","Liberal Party (C)","A lot of knowledge","Few shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1013739,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)",6,"Centre",3,"Did not use smart phone","Person-only",2,"Share",1,"Sometimes","Met (through work or school)","Female","Writes bad norwegian","Liberal Party (C)",NA,"Few shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013741,5,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)",5,"Left",3,"Did not use smart phone","Person-only",1,"Share",1,"Often","Close friends","Female","Writes good norwegian","Christian Democrats (C)",NA,"Few shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1013742,4,"30-59 yrs","Female","Higher","Agrarian Party (C)",6,"Centre",3,"Did not use smart phone","Person-only",1,"Read",1,"Often","Close friends","Male","Writes bad norwegian","Socialist Left Party (L)","A little knowledge","Few shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1010343,3,"30-59 yrs","Male","Higher","Conservative Party (CR)",7,"Right",4,"Did not use smart phone","Person-only",1,"Read",1,"Sometimes",NA,"Female","Writes bad norwegian","Conservative Party (CR)","A lot of knowledge","Few shares posts","Islam",NA,NA,NA,1,"Preferes the same party",NA,6,NA
1013747,3,"30-59 yrs","Male","Higher","Labour Party (CL)",5,"Left",4,"Used smart phone","Person-only",2,"Share",1,"Sometimes",NA,"Male","Writes good norwegian","Green Party (C)","A little knowledge","Few shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013764,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)",6,"Centre",3,"Did not use smart phone","Person-only",2,"Read",1,"Sometimes",NA,"Male","Writes good norwegian","Christian Democrats (C)","A little knowledge","Many shares posts","None",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013792,6,"60 yrs and above","Female","Higher","Conservative Party (CR)",5,"Left",3,"Did not use smart phone","Person-only",2,"Read",1,"Sometimes",NA,"Male","Writes bad norwegian","Progress Party (FR)","A little knowledge","Many shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013799,6,"60 yrs and above","Male","Lower or intermediate","Progress Party (FR)",9,"Right",5,"Did not use smart phone","Person-only",2,"Read",1,"Sometimes","Close friends","Female","Writes bad norwegian","Christian Democrats (C)","A lot of knowledge","Many shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013808,6,"60 yrs and above","Female","Higher","Labour Party (CL)",4,"Left",4,"Did not use smart phone","Person-only",1,"Share",1,NA,"Close friends","Male","Writes bad norwegian","Socialist Left Party (L)","A lot of knowledge","Many shares posts","Islam",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1013816,7,"60 yrs and above","Male","Higher",NA,4,"Left",3,"Did not use smart phone","Person-only",1,"Share",1,"Sometimes","Close friends","Female","Writes good norwegian","Labour Party (CL)","A lot of knowledge",NA,"Christianity",NA,NA,NA,1,NA,NA,NA,NA
1013817,4,"30-59 yrs","Male","Lower or intermediate","Agrarian Party (C)",6,"Centre",3,"Did not use smart phone","Person-only",1,"Share",1,"Often","Close friends","Male","Writes bad norwegian","Christian Democrats (C)",NA,"Many shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1013823,6,"60 yrs and above","Male","Lower or intermediate","Agrarian Party (C)",6,"Centre",5,"Did not use smart phone","Person-only",1,"Read",1,"Sometimes","Close friends","Female","Writes bad norwegian","Agrarian Party (C)","A lot of knowledge","Few shares posts","None",NA,NA,NA,1,"Preferes the same party",NA,NA,NA
1013831,4,"30-59 yrs","Female","Lower or intermediate","Conservative Party (CR)",11,"Right",4,"Did not use smart phone","Person-only",1,"Share",1,"Often","Close friends","Female","Writes bad norwegian","Liberal Party (C)","A little knowledge","Few shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1013836,4,"30-59 yrs","Female","Higher","Green Party (C)",5,"Left",4,"Did not use smart phone","Person-only",2,"Share",1,"Often","Close friends","Female","Writes bad norwegian","Red Party (FL)","A lot of knowledge","Many shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013843,3,"30-59 yrs","Female","Higher","Conservative Party (CR)",8,"Right",3,"Did not use smart phone","Person-only",2,"Read",1,"Often","Met (have common friends)","Female","Writes bad norwegian","Agrarian Party (C)","A lot of knowledge","Few shares posts","None",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013868,2,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)",5,"Left",3,"Did not use smart phone","Person-only",2,"Share",1,"Often","Close friends","Female","Writes bad norwegian","Liberal Party (C)",NA,"Few shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013882,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)",7,"Right",4,"Did not use smart phone","Person-only",2,"Read",1,"Seldom or never","Met (through work or school)","Male","Writes bad norwegian",NA,"A little knowledge","Many shares posts","Christianity",NA,NA,NA,0,NA,NA,NA,NA
1013892,3,"30-59 yrs","Female","Lower or intermediate","Socialist Left Party (L)",4,"Left",3,"Did not use smart phone","Person-only",1,"Share",1,"Often",NA,"Male","Writes bad norwegian","Socialist Left Party (L)","A little knowledge","Few shares posts","None",NA,NA,NA,1,"Preferes the same party",NA,NA,NA
1007413,5,"60 yrs and above","Female","Higher","Christian Democratcs (C)",6,"Centre",4,"Did not use smart phone","Person-only",2,"Share",1,"Seldom or never","Met (have common friends)","Female","Writes bad norwegian","Liberal Party (C)","A little knowledge",NA,"None",NA,NA,NA,0,"Preferes different parties",NA,3,NA
1013923,5,"60 yrs and above","Female","Higher","Labour Party (CL)",6,"Centre",4,"Did not use smart phone","Person-only",2,"Share",1,"Sometimes","Met (have common friends)","Male",NA,"Christian Democrats (C)","A little knowledge","Few shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013925,2,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)",9,"Right",5,"Did not use smart phone","Person-only",1,"Read",1,"Sometimes","Met (have common friends)","Male","Writes bad norwegian","Liberal Party (C)","A lot of knowledge","Many shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1013961,2,"18-29 yrs","Female","Higher",NA,6,"Centre",2,"Did not use smart phone","Person-only",1,"Read",1,"Often",NA,"Female","Writes bad norwegian","Agrarian Party (C)","A lot of knowledge","Few shares posts","None",NA,NA,NA,1,NA,NA,NA,NA
1007874,4,"30-59 yrs","Female","Higher","Agrarian Party (C)",5,"Left",3,"Did not use smart phone","Person-only",1,"Read",1,"Often","Close friends","Female","Writes good norwegian",NA,"A little knowledge","Many shares posts","Islam",NA,NA,NA,1,NA,NA,NA,NA
1013964,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)",6,"Centre",2,"Did not use smart phone","Person-only",2,"Read",1,"Often","Met (through work or school)","Male","Writes good norwegian","Agrarian Party (C)","A little knowledge","Many shares posts",NA,NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013968,6,"60 yrs and above","Male","Lower or intermediate","Progress Party (FR)",8,"Right",5,"Did not use smart phone","Person-only",1,"Share",1,"Seldom or never","Met (have common friends)","Male","Writes good norwegian",NA,"A little knowledge","Few shares posts","Islam",NA,NA,NA,1,NA,NA,NA,NA
1013969,4,"30-59 yrs","Male","Higher","Conservative Party (CR)",7,"Right",3,"Did not use smart phone","Person-only",1,"Read",1,"Often","Met (have common friends)",NA,"Writes good norwegian","Progress Party (FR)","A little knowledge","Few shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1013981,4,"30-59 yrs","Female","Higher","Progress Party (FR)",8,"Right",2,"Did not use smart phone","Person-only",2,"Share",1,"Seldom or never","Met (have common friends)","Female","Writes bad norwegian","Liberal Party (C)",NA,"Many shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013982,5,"30-59 yrs","Female","Higher","Labour Party (CL)",4,"Left",2,"Did not use smart phone","Person-only",2,"Read",1,"Seldom or never","Met (have common friends)",NA,"Writes bad norwegian","Liberal Party (C)","A lot of knowledge","Many shares posts","None",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1013987,5,"60 yrs and above","Male","Higher","Conservative Party (CR)",7,"Right",3,"Did not use smart phone","Person-only",1,"Share",1,"Seldom or never","Close friends","Male","Writes good norwegian","Green Party (C)","A lot of knowledge","Few shares posts","Islam",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1013988,3,"30-59 yrs","Male","Lower or intermediate",NA,4,"Left",3,"Did not use smart phone","Person-only",1,"Read",1,"Sometimes","Met (through work or school)","Male","Writes bad norwegian","Liberal Party (C)","A lot of knowledge","Many shares posts",NA,NA,NA,NA,1,NA,NA,NA,NA
1014007,5,"60 yrs and above","Female","Higher","Labour Party (CL)",5,"Left",4,"Did not use smart phone","Person-only",2,"Share",1,"Seldom or never","Close friends","Female","Writes good norwegian","Green Party (C)","A little knowledge","Few shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1009831,5,"60 yrs and above","Female","Higher","Liberal Party (C)",8,"Right",4,"Did not use smart phone","Person-only",2,"Read",1,"Sometimes",NA,"Male","Writes good norwegian","Progress Party (FR)","A little knowledge","Few shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,2,NA
1008410,5,"30-59 yrs","Female","Lower or intermediate","Conservative Party (CR)",8,"Right",4,"Used smart phone","Person-only",1,"Read",1,NA,"Close friends","Male","Writes good norwegian","Socialist Left Party (L)","A lot of knowledge","Many shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,4,NA
1014014,1,"18-29 yrs","Female","Lower or intermediate","Labour Party (CL)",6,"Centre",3,"Did not use smart phone","Person-only",2,"Read",1,"Often","Met (through work or school)","Female","Writes bad norwegian",NA,"A lot of knowledge","Many shares posts","Islam",NA,NA,NA,0,NA,NA,NA,NA
1008594,5,"60 yrs and above","Female","Lower or intermediate","Christian Democratcs (C)",4,"Left",3,"Did not use smart phone","Person-only",1,"Read",1,"Seldom or never","Close friends","Female","Writes bad norwegian","Labour Party (CL)","A lot of knowledge","Many shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,6,NA
1003032,3,"30-59 yrs","Male","Higher","Green Party (C)",4,"Left",3,"Did not use smart phone","Person-only",2,"Share",1,"Seldom or never","Close friends","Female","Writes bad norwegian","Christian Democrats (C)",NA,"Few shares posts","None",NA,NA,NA,0,"Preferes different parties",NA,4,NA
1014035,1,"18-29 yrs","Male","Lower or intermediate","Socialist Left Party (L)",3,"Left",5,"Did not use smart phone","Person-only",2,"Share",1,"Sometimes","Met (through work or school)","Male","Writes bad norwegian","Christian Democrats (C)","A little knowledge","Many shares posts","Christianity",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1014038,5,"60 yrs and above","Female","Higher","Labour Party (CL)",4,"Left",4,"Did not use smart phone","Person-only",2,"Read",1,"Seldom or never","Met (have common friends)","Male","Writes good norwegian",NA,"A lot of knowledge","Many shares posts","Islam",NA,NA,NA,0,NA,NA,NA,NA
1008194,5,"30-59 yrs","Male","Higher","Labour Party (CL)",4,"Left",4,"Used smart phone","Person-only",2,"Read",1,"Sometimes","Met (through work or school)","Female","Writes good norwegian","Green Party (C)","A lot of knowledge","Many shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,1,NA
1014044,6,"60 yrs and above","Male","Lower or intermediate","Progress Party (FR)",10,"Right",4,"Did not use smart phone","Person-only",2,"Read",1,"Seldom or never","Close friends","Female","Writes bad norwegian","Socialist Left Party (L)","A little knowledge","Many shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1014050,2,"30-59 yrs","Male","Higher","Christian Democratcs (C)",8,"Right",3,"Did not use smart phone","Person-only",2,"Read",1,"Seldom or never","Close friends","Male","Writes bad norwegian","Liberal Party (C)","A lot of knowledge","Many shares posts","None",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1014053,2,"18-29 yrs","Female","Lower or intermediate","Progress Party (FR)",9,"Right",3,"Did not use smart phone","Person-only",2,"Share",1,"Often","Close friends","Female","Writes bad norwegian","Green Party (C)","A little knowledge","Many shares posts",NA,NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1014068,6,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)",7,"Right",4,"Did not use smart phone","Person-only",1,"Read",1,NA,"Met (through work or school)","Male","Writes good norwegian","Socialist Left Party (L)","A lot of knowledge","Many shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1014088,1,"18-29 yrs","Female","Higher","Labour Party (CL)",3,"Left",4,"Did not use smart phone","Person-only",1,"Share",1,NA,"Met (have common friends)","Female","Writes bad norwegian","Labour Party (CL)","A lot of knowledge","Many shares posts","Christianity",NA,NA,NA,1,"Preferes the same party",NA,NA,NA
1008204,2,"30-59 yrs","Male","Higher","Socialist Left Party (L)",5,"Left",4,"Used smart phone","Person-only",1,"Read",1,"Seldom or never","Close friends","Male","Writes bad norwegian","Socialist Left Party (L)","A lot of knowledge",NA,"Islam",NA,NA,NA,1,"Preferes the same party",NA,5,NA
1014100,4,"30-59 yrs","Male","Lower or intermediate","Agrarian Party (C)",5,"Left",3,"Did not use smart phone","Person-only",2,"Share",1,"Sometimes","Met (through work or school)","Female","Writes bad norwegian","Red Party (FL)","A lot of knowledge","Many shares posts","None",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1014108,3,"30-59 yrs","Female","Higher","Socialist Left Party (L)",4,"Left",3,"Did not use smart phone","Person-only",2,"Share",1,"Sometimes","Met (have common friends)","Male","Writes bad norwegian","Red Party (FL)","A lot of knowledge","Many shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1014111,7,"60 yrs and above","Male","Higher",NA,4,"Left",5,"Did not use smart phone","Person-only",1,"Read",1,NA,"Close friends","Female","Writes bad norwegian","Christian Democrats (C)","A little knowledge","Many shares posts","Islam",NA,NA,NA,1,NA,NA,NA,NA
1014130,5,"60 yrs and above","Female",NA,"Labour Party (CL)",7,"Right",4,"Did not use smart phone","Person-only",1,"Read",1,"Seldom or never","Met (through work or school)","Male",NA,"Liberal Party (C)","A little knowledge","Many shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1014133,4,"30-59 yrs","Female","Lower or intermediate","Agrarian Party (C)",5,"Left",3,"Did not use smart phone","Person-only",1,"Read",1,"Sometimes","Close friends","Female","Writes good norwegian","Liberal Party (C)","A lot of knowledge","Few shares posts","Islam",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1014142,3,"30-59 yrs","Male","Lower or intermediate",NA,10,"Right",3,"Did not use smart phone","Person-only",1,"Read",1,"Sometimes","Met (through work or school)","Female",NA,"Progress Party (FR)","A lot of knowledge","Few shares posts","None",NA,NA,NA,1,NA,NA,NA,NA
1014147,1,"18-29 yrs","Female","Lower or intermediate","Socialist Left Party (L)",NA,NA,3,"Used smart phone","Person-only",2,"Read",1,"Seldom or never","Met (have common friends)","Male","Writes bad norwegian",NA,"A little knowledge","Many shares posts","Islam",NA,NA,NA,0,NA,NA,NA,NA
1014149,5,"60 yrs and above","Male","Higher","Labour Party (CL)",8,"Right",5,"Did not use smart phone","Person-only",1,"Read",1,"Sometimes","Met (have common friends)",NA,"Writes good norwegian","Liberal Party (C)","A lot of knowledge","Few shares posts","Islam",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1014151,7,"60 yrs and above","Male","Higher","Green Party (C)",4,"Left",4,"Did not use smart phone","Person-only",2,"Read",1,"Sometimes","Met (have common friends)","Female","Writes bad norwegian","Conservative Party (CR)","A little knowledge","Many shares posts",NA,NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1014162,2,"18-29 yrs","Male","Lower or intermediate","Christian Democratcs (C)",8,"Right",3,"Used smart phone","Person-only",1,"Share",1,"Seldom or never","Close friends","Female","Writes bad norwegian","Liberal Party (C)",NA,"Few shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1014172,2,"30-59 yrs","Female","Higher","Conservative Party (CR)",9,"Right",5,"Did not use smart phone","Person-only",2,"Read",1,NA,"Close friends","Male","Writes good norwegian","Labour Party (CL)","A lot of knowledge","Many shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1014178,5,"60 yrs and above","Male","Higher","Conservative Party (CR)",9,"Right",4,"Did not use smart phone","Person-only",1,"Read",1,"Seldom or never",NA,"Male","Writes bad norwegian","Labour Party (CL)","A little knowledge","Many shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1014185,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)",6,"Centre",3,"Did not use smart phone","Person-only",2,"Share",1,"Often","Met (have common friends)","Male",NA,"Liberal Party (C)","A lot of knowledge","Few shares posts","Islam",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1014204,6,"60 yrs and above","Female","Higher","Liberal Party (C)",5,"Left",3,"Did not use smart phone","Person-only",2,"Read",1,"Sometimes","Close friends","Male",NA,"Liberal Party (C)","A lot of knowledge","Few shares posts","None",NA,NA,NA,0,"Preferes the same party",NA,NA,NA
1014209,3,"30-59 yrs","Female","Lower or intermediate","Conservative Party (CR)",7,"Right",3,"Used smart phone","Person-only",1,"Read",1,"Seldom or never","Met (through work or school)","Female","Writes good norwegian","Labour Party (CL)","A little knowledge","Few shares posts","Islam",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1014216,3,"30-59 yrs","Female","Higher","Agrarian Party (C)",6,"Centre",3,"Used smart phone","Person-only",1,"Share",1,NA,"Close friends","Male","Writes bad norwegian","Conservative Party (CR)","A lot of knowledge","Few shares posts","Christianity",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1014221,1,"18-29 yrs","Female","Higher","Labour Party (CL)",4,"Left",3,"Did not use smart phone","Person-only",1,"Share",1,"Often","Met (have common friends)","Male","Writes good norwegian","Progress Party (FR)",NA,"Few shares posts","Islam",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1014227,3,"30-59 yrs","Female","Higher",NA,7,"Right",4,"Did not use smart phone","Person-only",1,"Share",1,"Seldom or never",NA,"Male","Writes bad norwegian","Red Party (FL)","A lot of knowledge","Many shares posts","Christianity",NA,NA,NA,1,NA,NA,NA,NA
1014251,5,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)",5,"Left",4,"Did not use smart phone","Person-only",2,"Share",1,"Seldom or never",NA,"Male","Writes bad norwegian","Christian Democrats (C)","A little knowledge","Few shares posts","None",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1014259,5,"60 yrs and above","Female","Higher","Red Party (FL)",2,"Left",5,"Did not use smart phone","Person-only",1,"Read",1,"Seldom or never","Close friends","Female","Writes bad norwegian",NA,"A lot of knowledge","Many shares posts","Christianity",NA,NA,NA,1,NA,NA,NA,NA
1014269,6,"60 yrs and above","Female","Higher",NA,9,"Right",4,"Did not use smart phone","Person-only",1,"Share",1,"Seldom or never","Met (have common friends)","Male",NA,"Green Party (C)","A lot of knowledge","Few shares posts","Islam",NA,NA,NA,1,NA,NA,NA,NA
1014271,2,"30-59 yrs","Male","Higher","Conservative Party (CR)",8,"Right",2,"Did not use smart phone","Person-only",1,"Read",1,"Often","Met (through work or school)","Female","Writes good norwegian","Labour Party (CL)",NA,"Few shares posts","None",NA,NA,NA,1,"Preferes different parties",NA,NA,NA
1014274,3,"30-59 yrs","Female","Higher","Labour Party (CL)",4,"Left",4,"Used smart phone","Person-only",2,"Share",1,"Seldom or never","Met (through work or school)","Female","Writes good norwegian","Progress Party (FR)","A lot of knowledge",NA,"Christianity",NA,NA,NA,0,"Preferes different parties",NA,NA,NA
1014330,5,"60 yrs and above","Female","Higher","Socialist Left Party (L)",4,"Left",3,"Used smart phone","Person-only",2,"Share",1,"Sometimes","Met (have common friends)","Female","Writes good norwegian","Agrarian Party (C)","A little knowledge","Few shares posts",NA,NA,NA,NA,0,"Preferes different parties",NA,NA,NA
