"rsp_id","rsp_age","rsp_allow_priv","rsp_education","rsp_eq_rights","rsp_gender","rsp_like_ap","rsp_like_frp","rsp_like_h","rsp_like_krf","rsp_like_mdg","rsp_like_rodt","rsp_like_sp","rsp_like_sv","rsp_like_v","rsp_lower_taxes","rsp_mobile","rsp_not_allow_love","rsp_political_interest","rsp_priv_better","rsp_reduce_ineq","rsp_ref_social_rights","rsp_rel_div_good","rsp_would_vote_party","rsp_polint","rsp_polside"
1001086,4,NA,3,NA,"Male",3,3,5,5,5,3,2,3,6,NA,NA,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1001087,4,NA,2,NA,"Female",6,5,5,5,4,4,4,4,5,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001088,5,NA,3,NA,"Male",3,5,6,5,3,1,5,1,3,NA,NA,NA,5,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001089,3,NA,3,NA,"Male",1,4,1,1,1,1,6,1,1,NA,0,NA,5,NA,NA,NA,NA,6,"Interested in politics",NA
1001090,3,NA,3,NA,"Female",5,3,5,5,4,2,4,3,5,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001091,5,NA,3,NA,"Male",3,7,5,1,1,1,3,1,5,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1001092,4,NA,3,NA,"Male",7,2,3,3,4,5,3,6,4,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001093,5,NA,NA,NA,"Female",2,7,6,1,1,1,6,4,1,NA,NA,NA,5,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001094,3,NA,2,NA,"Female",6,5,5,2,2,2,1,3,2,NA,NA,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001095,4,NA,2,NA,"Female",6,7,7,5,1,1,5,2,5,NA,1,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001096,4,NA,3,NA,"Male",2,NA,6,1,1,1,1,1,5,NA,0,NA,5,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001097,5,NA,3,NA,"Female",5,6,6,1,1,1,2,2,2,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001098,3,NA,3,NA,"Female",5,1,1,4,6,4,5,4,6,NA,NA,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1001099,4,NA,3,NA,"Male",6,1,5,4,3,2,2,3,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001100,5,NA,1,NA,"Male",4,7,6,2,4,2,4,2,3,NA,0,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1001101,4,NA,1,NA,"Male",1,7,2,1,1,1,7,1,1,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1001102,2,NA,NA,NA,"Male",7,3,4,5,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
1001103,2,NA,3,NA,"Female",4,3,5,2,4,2,3,3,4,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1001104,2,NA,3,NA,"Female",5,1,2,NA,5,7,6,7,3,NA,NA,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1001105,5,NA,2,NA,"Female",7,1,1,1,1,5,5,5,1,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001106,5,NA,NA,NA,"Female",5,3,6,5,5,3,4,3,5,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1001107,4,NA,2,NA,"Male",6,5,5,4,5,2,4,3,4,NA,NA,NA,4,NA,NA,NA,NA,1,"Interested in politics",NA
1001108,2,NA,3,NA,"Male",7,2,5,5,3,4,4,5,6,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001109,3,NA,3,NA,"Female",7,3,5,5,4,4,4,5,4,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001110,5,NA,NA,NA,"Male",7,5,6,4,3,2,6,2,4,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001111,5,NA,2,NA,"Female",2,6,6,2,1,1,2,1,1,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1001112,5,NA,2,NA,"Female",3,6,6,3,2,1,2,1,4,NA,NA,NA,4,NA,NA,NA,NA,NA,"Interested in politics",NA
1001113,4,NA,2,NA,"Male",6,2,1,5,3,4,4,4,3,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001114,6,NA,2,NA,"Female",4,6,7,5,1,4,4,2,5,NA,1,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001115,4,NA,3,NA,"Male",2,1,7,1,1,2,2,2,4,NA,NA,NA,5,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001116,3,NA,3,NA,"Male",5,5,6,4,3,2,4,3,5,NA,1,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001117,6,NA,3,NA,"Male",6,2,2,3,5,3,4,5,5,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001118,5,NA,3,NA,"Female",5,2,3,5,4,3,5,5,5,NA,0,NA,3,NA,NA,NA,NA,1,"Not interested in politics",NA
1001119,7,NA,3,NA,"Male",5,1,3,3,5,4,4,5,5,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001120,5,NA,2,NA,"Male",2,6,6,3,2,2,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1001121,2,NA,1,NA,"Male",6,6,5,1,1,1,1,2,1,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001122,6,NA,1,NA,"Female",6,1,4,3,2,1,4,3,2,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001123,4,NA,NA,NA,"Male",5,6,6,5,3,1,1,1,5,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001124,4,NA,2,NA,"Male",3,5,5,3,1,2,4,2,3,NA,1,NA,2,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1001125,2,NA,2,NA,"Female",3,6,5,2,1,3,3,3,3,NA,NA,NA,2,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1001126,6,NA,3,NA,"Male",4,7,6,3,1,1,2,1,2,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001127,4,NA,3,NA,"Male",4,1,2,6,3,2,7,3,4,NA,0,NA,3,NA,NA,NA,NA,6,"Not interested in politics",NA
1001128,6,NA,2,NA,"Female",4,5,5,1,1,3,3,2,3,NA,0,NA,5,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001129,3,NA,3,NA,"Female",5,1,3,3,3,4,3,4,3,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001130,5,NA,3,NA,"Female",5,1,1,1,1,6,4,5,1,NA,0,NA,4,NA,NA,NA,NA,9,"Interested in politics","Respondents on
the left"
1001131,4,NA,3,NA,"Male",2,5,7,3,3,1,2,1,6,NA,NA,NA,5,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001132,3,NA,2,NA,"Female",5,6,5,2,2,4,7,3,3,NA,NA,NA,2,NA,NA,NA,NA,5,"Not interested in politics","Respondents on
the left"
1001133,4,NA,3,NA,"Male",5,2,3,2,3,4,4,4,4,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001134,1,NA,2,NA,"Male",5,2,3,4,6,4,4,4,4,NA,NA,NA,1,NA,NA,NA,NA,7,"Not interested in politics",NA
1001135,4,NA,3,NA,"Male",2,3,2,1,2,5,1,3,3,NA,0,NA,5,NA,NA,NA,NA,12,"Interested in politics",NA
1001136,4,NA,3,NA,"Female",5,1,5,4,3,2,4,4,4,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001137,5,NA,3,NA,"Male",7,1,3,5,6,5,5,5,3,NA,0,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001138,5,NA,3,NA,"Female",6,1,3,4,4,4,4,5,3,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001139,5,NA,3,NA,"Male",6,3,5,5,3,1,3,2,4,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001140,4,NA,3,NA,"Male",5,2,5,4,4,5,5,4,5,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001141,3,NA,NA,NA,"Female",6,3,6,2,5,1,2,2,5,NA,NA,NA,3,NA,NA,NA,NA,NA,"Not interested in politics",NA
1001142,2,NA,3,NA,"Male",3,1,5,4,3,2,2,2,6,NA,0,NA,4,NA,NA,NA,NA,4,"Interested in politics",NA
1001143,3,NA,3,NA,"Female",6,2,6,4,4,4,4,5,4,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001144,3,NA,2,NA,"Female",2,6,5,3,1,1,4,3,5,NA,0,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001145,6,NA,3,NA,"Male",6,2,2,5,4,1,2,3,4,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001146,6,NA,3,NA,"Male",4,4,6,3,4,3,4,3,3,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001147,6,NA,3,NA,"Female",6,1,2,4,5,5,4,5,3,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001148,4,NA,3,NA,"Female",5,3,5,4,4,4,5,5,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001149,3,NA,2,NA,"Female",5,2,4,5,5,5,4,6,6,NA,NA,NA,3,NA,NA,NA,NA,4,"Not interested in politics",NA
1001150,2,NA,1,NA,"Male",1,5,5,1,1,2,2,1,1,NA,NA,NA,4,NA,NA,NA,NA,10,"Interested in politics",NA
1001151,3,NA,2,NA,"Female",7,3,3,5,4,5,4,4,4,NA,1,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001152,4,NA,3,NA,"Female",4,4,4,4,4,4,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1001153,1,NA,2,NA,"Male",7,3,5,3,1,3,3,5,3,NA,NA,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001154,6,NA,3,NA,"Male",5,NA,6,3,2,3,5,3,2,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001155,5,NA,2,NA,"Male",6,4,4,3,2,3,4,4,5,NA,0,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001156,4,NA,3,NA,"Male",5,1,5,3,5,3,2,5,6,NA,NA,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1001157,2,NA,3,NA,"Male",5,1,3,2,7,4,3,5,4,NA,1,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1001158,5,NA,3,NA,"Female",6,4,5,4,5,5,5,5,5,NA,NA,NA,3,NA,NA,NA,NA,NA,"Not interested in politics",NA
1001159,5,NA,3,NA,"Male",4,6,6,1,1,1,1,1,1,NA,1,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001160,4,NA,2,NA,"Female",4,1,3,4,7,4,3,3,3,NA,NA,NA,4,NA,NA,NA,NA,NA,"Interested in politics",NA
1001161,5,NA,3,NA,"Female",3,5,7,3,4,1,3,1,3,NA,0,NA,5,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001162,5,NA,3,NA,"Female",6,2,3,5,5,3,5,5,5,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001163,2,NA,3,NA,"Female",7,2,3,5,5,2,6,5,6,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001164,1,NA,2,NA,"Female",4,3,3,4,6,4,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,7,"Not interested in politics",NA
1001165,4,NA,3,NA,"Male",5,2,4,4,2,2,4,3,4,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001166,2,NA,2,NA,"Male",3,1,1,2,5,NA,5,1,2,NA,0,NA,4,NA,NA,NA,NA,10,"Interested in politics",NA
1001167,6,NA,2,NA,"Female",6,3,3,5,1,2,3,5,5,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001168,3,NA,3,NA,"Male",2,1,2,4,7,4,1,7,6,NA,1,NA,5,NA,NA,NA,NA,7,"Interested in politics",NA
1001169,5,NA,1,NA,"Male",4,4,4,4,4,4,4,4,4,NA,NA,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001170,6,NA,3,NA,"Male",4,5,6,2,3,4,1,4,1,NA,0,NA,5,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001171,6,NA,2,NA,"Female",5,6,4,4,4,4,4,4,4,NA,0,NA,4,NA,NA,NA,NA,12,"Interested in politics",NA
1001172,6,NA,3,NA,"Male",3,7,3,4,1,1,1,1,1,NA,0,NA,5,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001173,3,NA,2,NA,"Male",5,2,3,3,4,4,4,2,4,NA,NA,NA,3,NA,NA,NA,NA,12,"Not interested in politics",NA
1001174,5,NA,2,NA,"Male",6,1,3,3,5,4,4,5,4,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001175,2,NA,2,NA,"Male",4,5,5,2,4,2,4,3,4,NA,0,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1001176,5,NA,2,NA,"Male",5,1,1,2,4,6,3,3,2,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001177,2,NA,3,NA,"Female",6,1,3,4,4,4,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001178,3,NA,3,NA,"Male",5,2,5,2,2,1,3,2,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001179,3,NA,3,NA,"Female",6,3,6,4,4,4,4,3,3,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001180,1,NA,2,NA,"Female",2,5,5,5,4,1,4,2,4,NA,NA,NA,3,NA,NA,NA,NA,NA,"Not interested in politics",NA
1001181,4,NA,2,NA,"Female",6,2,4,2,2,3,3,4,3,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001182,3,NA,2,NA,"Female",4,4,4,4,4,4,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,12,"Not interested in politics",NA
1001183,4,NA,3,NA,"Female",7,1,3,5,1,1,5,3,5,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001184,6,NA,1,NA,"Female",6,1,3,4,2,1,4,4,3,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001185,2,NA,3,NA,"Female",6,1,4,1,4,3,5,3,4,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001186,4,NA,3,NA,"Female",6,3,3,1,5,5,1,5,3,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001187,3,NA,3,NA,"Male",2,3,6,5,6,4,4,4,5,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1001188,6,NA,2,NA,"Male",1,4,5,2,1,1,2,1,2,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001189,4,NA,2,NA,"Female",6,3,1,3,3,1,4,1,4,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001190,3,NA,3,NA,"Female",4,2,5,4,3,3,3,3,6,NA,NA,NA,2,NA,NA,NA,NA,4,"Not interested in politics",NA
1001191,5,NA,2,NA,"Female",3,5,6,2,3,3,3,2,3,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001192,6,NA,3,NA,"Female",4,1,3,4,5,6,4,5,4,NA,NA,NA,4,NA,NA,NA,NA,9,"Interested in politics","Respondents on
the left"
1001193,6,NA,NA,NA,"Male",5,3,5,3,1,1,3,2,1,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001194,4,NA,3,NA,"Female",6,2,5,5,5,5,5,6,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001195,5,NA,3,NA,"Female",5,5,6,3,5,2,3,3,5,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001196,5,NA,3,NA,"Female",6,1,3,5,6,7,4,7,4,NA,0,NA,3,NA,NA,NA,NA,5,"Not interested in politics","Respondents on
the left"
1001197,4,NA,3,NA,"Male",6,3,6,5,4,4,6,3,4,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001198,4,NA,2,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001199,7,NA,2,NA,"Male",5,5,5,4,3,2,5,2,3,NA,0,NA,4,NA,NA,NA,NA,10,"Interested in politics",NA
1001200,4,NA,3,NA,"Female",4,1,2,3,6,5,3,6,5,NA,1,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1001201,3,NA,3,NA,"Male",6,2,5,5,6,5,5,6,6,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001202,5,NA,3,NA,"Male",7,1,3,4,4,5,5,6,4,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001203,6,NA,3,NA,"Male",3,1,2,3,1,6,3,4,2,NA,1,NA,4,NA,NA,NA,NA,9,"Interested in politics","Respondents on
the left"
1001204,4,NA,2,NA,"Female",6,2,3,3,2,3,3,3,3,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001205,3,NA,3,NA,"Female",5,5,5,7,4,2,6,3,6,NA,0,NA,3,NA,NA,NA,NA,1,"Not interested in politics",NA
1001206,6,NA,2,NA,"Female",3,4,6,3,2,1,2,2,3,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001207,6,NA,2,NA,"Female",3,5,7,5,2,1,2,1,1,NA,1,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1001208,3,NA,2,NA,"Male",2,1,1,1,2,1,2,1,1,NA,NA,NA,4,NA,NA,NA,NA,12,"Interested in politics",NA
1001209,1,NA,2,NA,"Female",2,5,6,4,4,3,6,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,"Not interested in politics",NA
1001210,5,NA,2,NA,"Male",3,3,4,2,1,1,5,1,1,NA,0,NA,5,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001211,5,NA,2,NA,"Male",4,5,6,1,3,1,3,2,4,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1001212,5,NA,3,NA,"Male",4,5,6,4,1,1,4,4,4,NA,1,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001213,1,NA,2,NA,"Male",5,1,1,5,6,6,1,5,5,NA,NA,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001214,2,NA,3,NA,"Male",2,6,6,1,4,1,4,1,4,NA,1,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1001215,3,NA,3,NA,"Male",5,2,5,2,5,3,4,4,6,NA,NA,NA,3,NA,NA,NA,NA,7,"Not interested in politics",NA
1001216,3,NA,3,NA,"Male",3,4,5,5,4,3,5,1,5,NA,1,NA,3,NA,NA,NA,NA,1,"Not interested in politics",NA
1001217,5,NA,3,NA,"Male",2,7,6,2,1,1,2,1,1,NA,0,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1001218,5,NA,3,NA,"Female",5,2,2,1,5,5,5,5,3,NA,0,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001219,3,NA,2,NA,"Male",2,5,3,1,1,1,5,1,1,NA,0,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001220,2,NA,2,NA,"Male",6,5,4,4,1,1,1,1,3,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001221,4,NA,3,NA,"Male",6,1,5,3,1,2,5,2,5,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001222,3,NA,3,NA,"Male",4,1,5,2,1,1,2,1,5,NA,0,NA,4,NA,NA,NA,NA,11,"Interested in politics",NA
1001223,3,NA,2,NA,"Female",NA,1,1,2,2,1,6,3,3,NA,0,NA,3,NA,NA,NA,NA,6,"Not interested in politics",NA
1001224,6,NA,1,NA,"Male",4,NA,NA,1,5,1,5,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,"Not interested in politics",NA
1001225,5,NA,3,NA,"Female",6,1,1,1,2,7,4,6,5,NA,0,NA,4,NA,NA,NA,NA,9,"Interested in politics","Respondents on
the left"
1001226,2,NA,3,NA,"Female",6,4,6,5,4,3,4,5,5,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001227,1,NA,2,NA,"Male",5,4,5,4,4,3,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,NA,"Not interested in politics",NA
1001228,2,NA,2,NA,"Female",5,3,3,3,5,3,3,4,5,NA,NA,NA,2,NA,NA,NA,NA,NA,"Not interested in politics",NA
1001229,3,NA,3,NA,"Female",6,5,2,4,5,4,7,4,4,NA,NA,NA,3,NA,NA,NA,NA,6,"Not interested in politics",NA
1001230,4,NA,3,NA,"Female",4,2,4,5,6,5,4,6,5,NA,NA,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1001231,4,NA,2,NA,"Male",3,4,6,4,3,1,3,2,2,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1001232,6,NA,3,NA,"Male",5,2,5,4,3,2,3,3,5,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001233,4,NA,1,NA,"Male",5,5,5,2,4,2,4,2,NA,NA,NA,NA,4,NA,NA,NA,NA,10,"Interested in politics",NA
1001234,3,NA,3,NA,"Male",5,2,2,1,5,5,4,4,3,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001235,5,NA,3,NA,"Female",5,2,3,3,4,3,4,4,3,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001236,4,NA,2,NA,"Male",5,2,2,2,2,2,2,3,3,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001237,2,NA,3,NA,"Female",4,5,5,3,4,4,4,4,5,NA,1,NA,2,NA,NA,NA,NA,10,"Not interested in politics",NA
1001238,5,NA,2,NA,"Female",6,1,3,5,3,4,6,6,2,NA,0,NA,5,NA,NA,NA,NA,6,"Interested in politics",NA
1001239,5,NA,2,NA,"Male",2,6,6,2,1,2,2,2,2,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1001240,4,NA,3,NA,"Female",2,3,7,1,5,1,1,1,5,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001241,3,NA,3,NA,"Female",4,3,4,3,4,4,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,11,"Not interested in politics",NA
1001242,6,NA,2,NA,"Female",5,5,5,5,5,4,5,6,5,NA,0,NA,3,NA,NA,NA,NA,5,"Not interested in politics","Respondents on
the left"
1001243,2,NA,2,NA,"Female",2,7,7,4,1,1,4,1,4,NA,1,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001244,6,NA,1,NA,"Male",7,1,3,3,3,2,4,4,4,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001245,5,NA,3,NA,"Male",7,3,3,2,4,2,3,5,3,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001246,2,NA,3,NA,"Male",3,5,5,4,1,1,4,1,4,NA,0,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001247,5,NA,3,NA,"Male",5,3,5,5,5,5,5,5,5,NA,0,NA,4,NA,NA,NA,NA,10,"Interested in politics",NA
1001248,3,NA,2,NA,"Male",2,6,6,2,1,2,2,2,2,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001249,1,NA,2,NA,"Female",6,2,6,2,4,1,3,3,6,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001250,4,NA,3,NA,"Male",1,3,6,6,4,4,4,4,4,NA,NA,NA,2,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1001251,5,NA,NA,NA,"Female",2,7,7,3,1,1,4,1,2,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001252,5,NA,1,NA,"Female",3,5,5,1,2,3,3,1,3,NA,0,NA,3,NA,NA,NA,NA,12,"Not interested in politics",NA
1001253,4,NA,2,NA,"Male",6,4,4,3,1,2,3,1,1,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1001254,7,NA,3,NA,"Male",4,6,5,1,1,1,2,1,1,NA,0,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1001255,6,NA,1,NA,"Female",3,5,6,4,2,1,3,1,4,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001256,3,NA,3,NA,"Female",6,1,2,3,3,2,3,6,4,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001257,3,NA,2,NA,"Male",5,5,3,1,1,1,4,1,1,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1001258,3,NA,3,NA,"Male",5,6,4,5,2,4,7,4,4,NA,0,NA,3,NA,NA,NA,NA,6,"Not interested in politics",NA
1001259,3,NA,2,NA,"Female",4,3,5,4,4,4,5,4,4,NA,0,NA,3,NA,NA,NA,NA,10,"Not interested in politics",NA
1001260,4,NA,3,NA,"Male",5,2,4,5,5,3,4,3,5,NA,NA,NA,4,NA,NA,NA,NA,4,"Interested in politics",NA
1001261,2,NA,2,NA,"Female",5,4,5,3,3,1,3,2,6,NA,1,NA,4,NA,NA,NA,NA,4,"Interested in politics",NA
1001262,1,NA,2,NA,"Male",4,6,6,3,1,1,1,1,3,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1001263,4,NA,2,NA,"Male",5,1,4,4,5,5,5,6,3,NA,1,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
